date,SPOSTMIN,Ride
2016-03-13,36.264367816091955,Expedition Everest
2016-03-14,48.31730769230769,Expedition Everest
2016-03-15,47.472527472527474,Expedition Everest
2016-03-16,37.77777777777778,Expedition Everest
2016-03-17,39.135802469135804,Expedition Everest
2016-03-18,38.0921052631579,Expedition Everest
2016-03-19,25.686274509803923,Expedition Everest
2016-03-20,46.964285714285715,Expedition Everest
2016-03-21,55.25,Expedition Everest
2016-03-22,64.77272727272727,Expedition Everest
2016-03-23,56.18556701030928,Expedition Everest
2016-03-24,49.6875,Expedition Everest
2016-03-25,51.72839506172839,Expedition Everest
2016-03-26,49.56989247311828,Expedition Everest
2016-03-27,41.78947368421053,Expedition Everest
2016-03-28,52.47422680412371,Expedition Everest
2016-03-29,59.24418604651163,Expedition Everest
2016-03-30,70.0,Expedition Everest
2016-03-31,55.526315789473685,Expedition Everest
2016-04-01,46.0,Expedition Everest
2016-04-02,33.55072463768116,Expedition Everest
2016-04-03,44.34065934065934,Expedition Everest
2016-04-04,40.922330097087375,Expedition Everest
2016-04-05,38.2183908045977,Expedition Everest
2016-04-06,40.111111111111114,Expedition Everest
2016-04-07,36.52777777777778,Expedition Everest
2016-04-08,37.17171717171717,Expedition Everest
2016-04-09,40.625,Expedition Everest
2016-04-10,36.375,Expedition Everest
2016-04-11,23.50574712643678,Expedition Everest
2016-04-12,19.25,Expedition Everest
2016-04-13,20.654761904761905,Expedition Everest
2016-04-14,24.587628865979383,Expedition Everest
2016-04-15,29.725274725274726,Expedition Everest
2016-04-16,37.752808988764045,Expedition Everest
2016-04-17,31.373626373626372,Expedition Everest
2016-04-18,26.565656565656564,Expedition Everest
2016-04-19,24.93421052631579,Expedition Everest
2016-04-20,20.460526315789473,Expedition Everest
2016-04-21,30.15625,Expedition Everest
2016-04-22,45.88235294117647,Expedition Everest
2016-04-23,39.72222222222222,Expedition Everest
2016-04-24,63.888888888888886,Expedition Everest
2016-04-25,40.0,Expedition Everest
2016-04-26,23.125,Expedition Everest
2016-04-27,22.466666666666665,Expedition Everest
2016-04-28,30.476190476190474,Expedition Everest
2016-04-29,49.910714285714285,Expedition Everest
2016-04-30,40.869565217391305,Expedition Everest
2016-05-01,42.26744186046512,Expedition Everest
2016-05-02,35.47872340425532,Expedition Everest
2016-05-03,19.634146341463413,Expedition Everest
2016-05-04,6.623376623376624,Expedition Everest
2016-05-05,29.466666666666665,Expedition Everest
2016-05-06,27.794117647058822,Expedition Everest
2016-05-07,34.382716049382715,Expedition Everest
2016-05-08,22.880434782608695,Expedition Everest
2016-05-09,15.898876404494382,Expedition Everest
2016-05-10,21.119402985074625,Expedition Everest
2016-05-11,14.444444444444445,Expedition Everest
2016-05-12,25.0,Expedition Everest
2016-05-13,38.095238095238095,Expedition Everest
2016-05-14,32.4,Expedition Everest
2016-05-15,45.520833333333336,Expedition Everest
2016-05-16,30.181818181818183,Expedition Everest
2016-05-17,21.923076923076923,Expedition Everest
2016-05-18,19.533333333333335,Expedition Everest
2016-05-19,28.017241379310345,Expedition Everest
2016-05-20,30.246913580246915,Expedition Everest
2016-05-21,33.83838383838384,Expedition Everest
2016-05-22,35.05681818181818,Expedition Everest
2016-05-23,36.875,Expedition Everest
2016-05-24,34.096385542168676,Expedition Everest
2016-05-25,34.345238095238095,Expedition Everest
2016-05-26,35.714285714285715,Expedition Everest
2016-05-27,35.49242424242424,Expedition Everest
2016-05-28,38.2,Expedition Everest
2016-05-29,39.66942148760331,Expedition Everest
2016-05-30,36.19565217391305,Expedition Everest
2016-05-31,27.87878787878788,Expedition Everest
2016-06-01,27.24,Expedition Everest
2016-06-02,29.22222222222222,Expedition Everest
2016-06-03,41.975806451612904,Expedition Everest
2016-06-04,34.39393939393939,Expedition Everest
2016-06-05,29.541284403669724,Expedition Everest
2016-06-06,25.225563909774436,Expedition Everest
2016-06-07,26.705426356589147,Expedition Everest
2016-06-08,29.608695652173914,Expedition Everest
2016-06-09,29.954545454545453,Expedition Everest
2016-06-10,30.635593220338983,Expedition Everest
2016-06-11,24.820143884892087,Expedition Everest
2016-06-12,23.346774193548388,Expedition Everest
2016-06-13,28.8,Expedition Everest
2016-06-14,23.923076923076923,Expedition Everest
2016-06-15,23.10483870967742,Expedition Everest
2016-06-16,24.285714285714285,Expedition Everest
2016-06-17,18.52,Expedition Everest
2016-06-18,17.899159663865547,Expedition Everest
2016-06-19,15.72,Expedition Everest
2016-06-20,26.785714285714285,Expedition Everest
2016-06-21,26.065573770491802,Expedition Everest
2016-06-22,24.703389830508474,Expedition Everest
2016-06-23,21.44,Expedition Everest
2016-06-24,24.96212121212121,Expedition Everest
2016-06-25,23.237410071942445,Expedition Everest
2016-06-26,21.41592920353982,Expedition Everest
2016-06-27,28.46153846153846,Expedition Everest
2016-06-28,21.422764227642276,Expedition Everest
2016-06-29,23.89830508474576,Expedition Everest
2016-06-30,21.504065040650406,Expedition Everest
2016-07-01,21.29032258064516,Expedition Everest
2016-07-02,27.59259259259259,Expedition Everest
2016-07-03,21.009615384615383,Expedition Everest
2016-07-04,15.8,Expedition Everest
2016-07-05,21.375,Expedition Everest
2016-07-06,20.47826086956522,Expedition Everest
2016-07-07,24.12280701754386,Expedition Everest
2016-07-08,16.944444444444443,Expedition Everest
2016-07-09,21.428571428571427,Expedition Everest
2016-07-10,18.181818181818183,Expedition Everest
2016-07-11,29.791666666666668,Expedition Everest
2016-07-12,25.3,Expedition Everest
2016-07-13,24.102564102564102,Expedition Everest
2016-07-14,23.237704918032787,Expedition Everest
2016-07-15,19.63963963963964,Expedition Everest
2016-07-16,29.514563106796118,Expedition Everest
2016-07-17,28.058252427184467,Expedition Everest
2016-07-18,27.161016949152543,Expedition Everest
2016-07-19,26.951219512195124,Expedition Everest
2016-07-20,26.92982456140351,Expedition Everest
2016-07-21,28.50515463917526,Expedition Everest
2016-07-22,20.36036036036036,Expedition Everest
2016-07-23,24.375,Expedition Everest
2016-07-24,28.293650793650794,Expedition Everest
2016-07-25,32.0,Expedition Everest
