date,SACTMIN,WDW_TICKET_SEASON,SEASON,HOLIDAYPX,HOLIDAYM,HOLIDAY,WDWTICKETSEASON,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKevent,EPevent,HSevent,AKeventN,AKevent,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_Southwest,SUNSET_WDW,MKEMHMORN,MKEMHEVE,MKHOURSEMH,EPEMHMORN,EPEMHEVE,EPHOURSEMH,HSEMHMORN,HSEMHEVE,HSHOURSEMH,AKEMHMORN,AKEMHEVE,AKHOURSEMH,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,PARTYSEASON_WDW,WDWMINTEMP_mean,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKFIREWK,MKFIRET1,MKFIRET2,EPFIREWK,EPFIRET1,EPFIRET2,HSFIREWK,HSFIRET1,HSFIRET2,HSSHWNGT,HSSHWNT1,HSSHWNT2,AKSHWNGT,AKSHWNT1,AKSHWNT2
2016-07-06,9.0,peak,JULY 4TH,3,4,0,peak,0,0,JULY 4TH,94.26,79.32,86.79,0,0,0,,0,6%,4%,1%,26%,2%,17%,34%,0%,0%,0%,0%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20:25,0,0,14.0,0,0,12.0,1,0,14.0,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,22:00,13.0,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.275,91.3,75.0,0.27,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-07,21.0,peak,SUMMER BREAK,4,0,0,peak,0,0,SUMMER BREAK,94.56,79.01,86.79,0,0,0,,0,6%,4%,1%,26%,2%,17%,34%,0%,0%,0%,0%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20:25,0,0,14.0,1,0,13.0,0,0,12.5,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,8:00,,9:00,21:30,12.5,,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.13142857,91.3,75.0,0.28,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-07-08,49.5,peak,SUMMER BREAK,5,0,0,peak,0,0,SUMMER BREAK,96.13,78.3,87.22,0,0,0,,0,6%,4%,1%,26%,2%,17%,34%,0%,0%,0%,0%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20:25,1,0,15.0,0,0,12.0,0,1,14.5,0,0,14.0,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,21:30,12.5,,23:30,9:00,23:00,14.0,,,1,1,0,0,NONE,74.16714286,91.4,75.1,0.24,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-07-10,13.0,peak,SUMMER BREAK,7,0,0,peak,0,0,SUMMER BREAK,92.86,77.64,85.25,0,0,0,,0,8%,4%,1%,26%,2%,17%,34%,1%,0%,0%,1%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20:25,0,0,14.0,0,0,12.0,1,0,13.5,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.30571429,91.5,75.2,0.24,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-07-14,24.5,peak,SUMMER BREAK,11,0,0,peak,0,0,SUMMER BREAK,92.69,74.96,83.82,0,0,0,,0,12%,5%,1%,26%,3%,17%,35%,1%,0%,0%,1%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,20:24,0,0,14.0,1,0,13.0,0,0,12.5,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,8:00,,9:00,21:30,12.5,,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.53571429,91.8,75.5,0.23,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-07-15,43.8,peak,SUMMER BREAK,12,0,0,peak,0,0,SUMMER BREAK,93.02,77.09,85.06,0,0,0,,0,12%,5%,1%,26%,3%,17%,35%,1%,0%,0%,1%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,20:23,1,0,15.0,0,0,12.0,0,1,15.0,0,0,14.0,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,22:00,13.0,,0:00,9:00,23:00,14.0,,,1,1,0,0,NONE,74.66857143,91.8,75.5,0.2,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-16,32.0,peak,SUMMER BREAK,13,0,0,peak,0,0,SUMMER BREAK,92.8,76.4,84.6,0,0,0,,0,12%,5%,1%,26%,3%,17%,35%,1%,0%,0%,1%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,20:23,0,0,14.0,0,0,12.0,0,0,12.5,1,0,15.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,75.14428571,91.9,75.6,0.2,385462,368564,331968,230777,37640538,35659236,31729132,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-07-19,40.0,peak,SUMMER BREAK,16,0,0,peak,0,0,SUMMER BREAK,89.41,76.77,83.09,0,0,0,,0,12%,5%,1%,26%,3%,17%,35%,1%,0%,0%,1%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,20:22,0,0,15.0,0,1,14.0,0,0,13.0,0,0,14.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,23:00,9:00,22:00,13.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.59071429,92.0,75.7,0.2,385462,368564,331968,230777,37640538,35659236,31729132,22770123,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-20,44.5,peak,SUMMER BREAK,17,0,0,peak,0,0,SUMMER BREAK,91.87,75.64,83.76,0,0,0,,0,12%,5%,1%,26%,3%,17%,35%,1%,0%,0%,1%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,20:21,0,1,17.0,0,0,12.0,0,0,13.0,0,0,14.0,8:00,23:00,15.0,,1:00,9:00,21:00,12.0,,,9:00,22:00,13.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.23,92.1,75.8,0.19,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-21,30.0,peak,SUMMER BREAK,18,0,0,peak,0,0,SUMMER BREAK,89.65,77.07,83.36,0,0,0,,0,13%,5%,1%,26%,3%,17%,35%,1%,0%,0%,1%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,20:21,0,0,14.0,1,0,13.0,0,0,13.0,0,0,14.0,8:00,22:00,14.0,,,9:00,21:00,12.0,8:00,,9:00,22:00,13.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.84642857,92.1,75.8,0.24,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-22,75.0,peak,SUMMER BREAK,19,0,0,peak,0,0,SUMMER BREAK,91.69,76.18,83.94,0,0,0,,0,11%,5%,1%,25%,3%,16%,30%,1%,0%,0%,1%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,20:21,1,0,15.0,0,0,12.0,0,1,15.0,0,0,14.0,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,22:00,13.0,,0:00,9:00,23:00,14.0,,,1,1,0,0,NONE,74.85285714,92.2,75.9,0.2,385462,368564,330968,230777,37640538,35659236,31726132,22770123,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-24,66.66666666666667,regular,SUMMER BREAK,21,0,0,regular,0,0,SUMMER BREAK,92.36,75.98,84.17,0,0,0,,0,12%,5%,1%,25%,3%,16%,30%,1%,0%,0%,1%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,20:20,0,0,14.0,0,0,12.0,1,0,13.5,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.17,92.2,75.9,0.24,385462,368564,342467,230777,37640538,35659236,32729533,22770123,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-07-25,14.0,regular,SUMMER BREAK,22,0,0,regular,0,0,SUMMER BREAK,90.62,74.33,82.48,0,0,0,,0,12%,5%,1%,25%,3%,16%,30%,1%,0%,0%,1%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,20:19,0,0,15.0,0,0,12.0,0,0,13.0,1,0,15.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,22:00,13.0,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,75.40642857,92.2,76.0,0.24,389062,368564,342467,233177,37647738,35659236,32729533,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-28,22.25,regular,SUMMER BREAK,25,0,0,regular,0,0,SUMMER BREAK,94.56,77.63,86.1,0,0,0,,0,15%,5%,1%,25%,3%,16%,30%,1%,0%,0%,1%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7%,20:17,0,0,15.0,1,0,13.0,0,0,13.0,0,0,14.0,8:00,23:00,15.0,,,9:00,21:00,12.0,8:00,,9:00,22:00,13.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.57357143,92.3,76.0,0.2,389062,368564,330968,233177,37647738,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-07-30,15.0,regular,SUMMER BREAK,27,0,0,regular,0,0,SUMMER BREAK,92.47,76.13,84.3,0,0,0,,0,15%,5%,1%,25%,3%,16%,30%,1%,0%,0%,1%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7%,20:16,0,0,15.0,0,0,12.0,0,0,12.5,1,0,15.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,75.27928571,92.3,76.1,0.2,385462,368564,330968,233177,37640538,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-07-31,23.5,regular,SUMMER BREAK,28,0,0,regular,0,0,SUMMER BREAK,91.76,75.42,83.59,0,0,0,,0,19%,7%,2%,27%,5%,19%,34%,1%,0%,7%,6%,23%,0%,0%,3%,0%,0%,0%,0%,0%,3%,7%,20:16,0,0,14.0,0,0,12.0,1,0,14.0,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,22:00,13.0,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,73.21142857,92.3,76.1,0.2,385462,368564,330968,233177,37640538,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,2,21:00,22:30,2,21:00,22:30
2016-08-01,32.0,regular,SUMMER BREAK,29,0,0,regular,0,0,SUMMER BREAK,94.1,75.5,84.8,0,0,0,,0,19%,7%,2%,27%,5%,19%,34%,1%,0%,6%,6%,23%,0%,0%,3%,0%,0%,0%,0%,0%,4%,6%,20:15,0,0,16.0,0,0,12.0,0,0,12.5,1,0,15.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,74.92642857,92.3,76.1,0.28,386262,368564,330968,233177,37643738,35659236,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-03,21.0,regular,SUMMER BREAK,31,0,0,regular,0,0,SUMMER BREAK,88.52,75.98,82.25,0,0,0,,0,22%,10%,3%,34%,6%,24%,40%,1%,0%,8%,7%,35%,0%,0%,3%,0%,0%,0%,0%,0%,4%,24%,20:13,0,1,18.0,0,0,12.0,0,0,12.5,0,0,14.0,8:00,0:00,16.0,,2:00,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.34642857,92.3,76.1,0.24,386262,368564,330968,233177,37643738,35659236,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-05,36.333333333333336,regular,SUMMER BREAK,32,0,0,regular,0,0,SUMMER BREAK,91.89,74.96,83.43,0,0,0,,0,23%,11%,3%,34%,7%,25%,40%,1%,0%,8%,10%,38%,0%,0%,3%,0%,0%,0%,0%,0%,4%,29%,20:12,1,0,15.0,0,0,12.0,0,1,14.5,0,0,14.0,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,21:30,12.5,,23:30,9:00,23:00,14.0,,,1,1,0,0,NONE,76.285,92.2,76.0,0.24,396261,368564,330968,233177,38633639,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-06,10.0,regular,SUMMER BREAK,31,0,0,regular,0,0,SUMMER BREAK,89.39,75.98,82.69,0,0,0,,0,23%,11%,3%,34%,7%,25%,40%,1%,0%,8%,10%,38%,0%,0%,3%,0%,0%,0%,0%,0%,4%,29%,20:11,0,0,14.0,0,0,12.0,0,0,12.5,1,0,15.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,76.53142857,92.2,76.0,0.28,396261,368564,330968,233177,38633639,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-07,13.0,regular,SUMMER BREAK,30,0,0,regular,0,0,SUMMER BREAK,86.48,76.41,81.45,0,0,0,,0,30%,16%,6%,35%,12%,28%,40%,2%,0%,21%,25%,41%,0%,0%,3%,0%,0%,0%,0%,0%,7%,36%,20:10,0,0,14.0,0,0,12.0,1,0,13.5,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,76.24285714,92.2,76.0,0.23,396261,368564,330968,233177,38633639,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-08,35.0,regular,SUMMER BREAK,29,0,0,regular,0,0,SUMMER BREAK,81.69,75.54,78.62,0,0,0,,0,30%,16%,6%,35%,12%,28%,40%,2%,0%,21%,25%,41%,0%,0%,3%,0%,0%,0%,0%,0%,7%,36%,20:10,0,0,16.0,0,0,12.0,0,0,12.5,1,0,15.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,75.80857143,92.1,75.9,0.24,396961,368564,330968,233177,38640939,35659236,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-09,13.0,regular,SUMMER BREAK,28,0,0,regular,0,0,SUMMER BREAK,87.87,74.78,81.33,0,0,0,,0,30%,16%,6%,35%,12%,28%,40%,2%,0%,21%,25%,41%,0%,2%,3%,0%,0%,0%,0%,0%,7%,36%,20:09,0,0,15.0,0,1,14.0,0,0,12.5,0,0,14.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,23:00,9:00,21:30,12.5,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.56714286,92.1,75.9,0.27,396961,368564,330968,233177,38640939,35659236,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-11,30.0,regular,SUMMER BREAK,26,0,0,regular,0,0,SUMMER BREAK,90.93,75.13,83.03,0,0,0,,0,41%,27%,34%,38%,30%,36%,45%,2%,56%,46%,43%,48%,31%,6%,43%,0%,0%,0%,0%,0%,9%,47%,20:07,0,0,14.0,1,0,13.0,0,0,12.5,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,8:00,,9:00,21:30,12.5,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.48428571,92.0,75.8,0.24,396961,368564,330968,233177,38640939,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-14,28.5,regular,SUMMER BREAK,23,0,0,regular,0,0,SUMMER BREAK,87.93,77.83,82.88,0,0,0,,0,49%,36%,72%,51%,49%,47%,63%,2%,92%,71%,65%,59%,67%,10%,52%,0%,0%,0%,0%,0%,9%,47%,20:04,0,0,15.0,0,0,12.0,1,0,13.5,0,0,14.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.73785714,91.8,75.7,0.27,396961,368564,330968,233177,38640939,35659236,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-15,48.0,regular,SUMMER BREAK,22,0,0,regular,0,0,SUMMER BREAK,89.2,78.02,83.61,0,0,0,,0,49%,36%,72%,51%,49%,47%,63%,2%,92%,71%,65%,59%,67%,10%,52%,0%,0%,0%,0%,0%,9%,47%,20:04,0,0,17.0,0,0,12.0,0,0,12.5,1,0,15.0,8:00,1:00,17.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,75.49857143,91.7,75.7,0.24,396961,368564,331518,233177,38640939,35659236,31728332,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-17,27.0,regular,SUMMER BREAK,20,0,0,regular,0,0,SUMMER BREAK,90.7,76.42,83.56,0,0,0,,0,53%,39%,73%,51%,51%,50%,63%,11%,92%,74%,67%,59%,67%,10%,52%,0%,0%,0%,0%,0%,15%,53%,20:02,0,1,18.0,0,0,12.0,0,0,12.5,0,0,14.0,8:00,0:00,16.0,,2:00,9:00,21:00,12.0,,,9:00,21:30,12.5,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.31357143,91.6,75.6,0.23,396961,368564,331518,233177,38640939,35659236,31728332,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-19,25.6,regular,SUMMER BREAK,18,0,0,regular,0,0,SUMMER BREAK,92.89,75.68,84.29,0,0,0,,0,53%,43%,74%,52%,54%,52%,63%,11%,92%,74%,67%,59%,67%,10%,52%,0%,0%,0%,0%,0%,20%,53%,20:00,1,0,16.0,0,0,12.0,0,1,14.5,0,0,14.0,9:00,0:00,15.0,8:00,,9:00,21:00,12.0,,,9:00,21:30,12.5,,23:30,9:00,23:00,14.0,,,1,1,0,0,NONE,75.475,91.5,75.5,0.23,396961,368564,331518,233177,38640939,35659236,31728332,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-21,30.5,regular,SUMMER BREAK,16,0,0,regular,0,0,SUMMER BREAK,94.59,77.1,85.85,0,0,0,,0,69%,61%,85%,54%,70%,62%,68%,17%,92%,98%,86%,63%,100%,92%,52%,0%,0%,0%,0%,0%,93%,53%,19:58,0,0,14.0,0,0,12.0,1,0,13.5,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.595,91.3,75.4,0.28,396961,368564,331518,233177,38640939,35659236,31728332,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,21:30,,1,21:00,,2,21:00,22:30
2016-08-22,20.0,value,SUMMER BREAK,15,0,0,value,0,0,SUMMER BREAK,95.42,77.03,86.23,0,0,0,,0,69%,61%,85%,54%,70%,62%,68%,17%,92%,98%,86%,63%,100%,92%,52%,0%,0%,0%,0%,0%,93%,53%,19:57,0,0,16.0,0,0,12.0,0,0,12.0,1,0,15.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,75.52428571,91.3,75.4,0.23,399961,368564,331518,233177,38664939,35659236,31728332,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-23,6.5,value,SEPTEMBER LOW,14,0,0,value,0,0,SEPTEMBER LOW,94.22,78.94,86.58,0,0,0,,0,72%,63%,86%,54%,72%,63%,68%,25%,92%,98%,86%,63%,100%,96%,52%,0%,0%,0%,0%,0%,96%,56%,19:56,0,0,15.0,0,1,14.0,0,0,12.0,0,0,14.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.12714286,91.2,75.3,0.28,399961,368564,330968,233177,38664939,35659236,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-24,41.625,value,SEPTEMBER LOW,13,0,0,value,0,0,SEPTEMBER LOW,89.57,80.22,84.9,0,0,0,,0,75%,65%,88%,71%,74%,69%,72%,32%,100%,96%,84%,66%,100%,96%,57%,0%,0%,31%,0%,22%,96%,62%,19:55,0,1,17.0,0,0,12.0,0,0,12.0,0,0,14.0,8:00,23:00,15.0,,1:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.85071429,91.1,75.3,0.23,399961,368564,330968,233177,38664939,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-25,30.5,value,SEPTEMBER LOW,12,0,0,value,0,0,SEPTEMBER LOW,91.56,77.46,84.51,0,0,0,,0,77%,66%,89%,71%,75%,69%,72%,32%,100%,98%,86%,66%,100%,96%,57%,3%,3%,31%,100%,22%,98%,62%,19:54,0,0,14.0,1,0,13.0,0,0,12.0,0,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.29857143,91.0,75.2,0.28,399961,368564,330968,233177,38664939,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-26,22.0,value,SEPTEMBER LOW,11,0,0,value,0,0,SEPTEMBER LOW,89.7,77.83,83.77,0,0,0,,0,77%,66%,89%,71%,75%,69%,72%,32%,100%,98%,86%,66%,100%,96%,57%,3%,3%,31%,100%,22%,98%,62%,19:53,1,0,15.0,0,0,12.0,0,1,14.0,0,0,14.0,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,23:00,9:00,23:00,14.0,,,1,1,0,0,NONE,75.30285714,91.0,75.2,0.28,399961,368564,330968,233177,38664939,35659236,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-27,24.5,value,SEPTEMBER LOW,10,0,0,value,0,0,SEPTEMBER LOW,90.45,77.14,83.8,0,0,0,,0,77%,66%,89%,71%,75%,69%,72%,32%,100%,98%,86%,66%,100%,96%,57%,3%,3%,31%,100%,22%,98%,62%,19:51,0,0,16.0,0,0,12.0,0,0,12.0,1,0,15.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,75.18928571,90.9,75.1,0.23,399961,368564,330968,233177,38664939,35659236,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-28,83.0,value,SEPTEMBER LOW,9,0,0,value,0,0,SEPTEMBER LOW,91.39,78.59,84.99,0,0,0,,0,85%,78%,93%,77%,84%,80%,81%,68%,100%,98%,98%,88%,100%,96%,59%,3%,3%,31%,100%,60%,98%,93%,19:50,0,0,13.0,0,0,12.0,1,0,13.0,0,0,14.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.59571429,90.8,75.1,0.28,399961,368864,330968,233177,38664939,35660136,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-29,24.0,value,SEPTEMBER LOW,8,0,0,value,0,0,SEPTEMBER LOW,85.85,75.39,80.62,0,0,0,,0,85%,78%,93%,77%,84%,80%,81%,68%,100%,98%,98%,88%,100%,96%,59%,3%,3%,31%,100%,60%,98%,93%,19:49,0,0,13.0,0,0,12.0,0,0,12.0,1,0,15.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,23:00,14.0,8:00,,1,1,0,0,NONE,74.60928571,90.8,75.1,0.23,399961,368864,330968,233177,38664939,35660136,31726132,22789323,2400,1500,1,15:00,,1,21:00,,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
