date,SACTMIN,WDW_TICKET_SEASON,SEASON,HOLIDAYPX,HOLIDAYM,HOLIDAY,WDWTICKETSEASON,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKevent,EPevent,HSevent,AKeventN,AKevent,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_Southwest,SUNSET_WDW,MKEMHMORN,MKEMHEVE,MKHOURSEMH,EPEMHMORN,EPEMHEVE,EPHOURSEMH,HSEMHMORN,HSEMHEVE,HSHOURSEMH,AKEMHMORN,AKEMHEVE,AKHOURSEMH,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,PARTYSEASON_WDW,WDWMINTEMP_mean,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKFIREWK,MKFIRET1,MKFIRET2,EPFIREWK,EPFIRET1,EPFIRET2,HSFIREWK,HSFIRET1,HSFIRET2,HSSHWNGT,HSSHWNT1,HSSHWNT2,AKSHWNGT,AKSHWNT1,AKSHWNT2
2018-02-26,42.0,value,WINTER,8,0,0,value,0,0,WINTER,86.36,68.94,77.65,0,0,0,,0,94%,96%,94%,99%,95%,97%,99%,100%,90%,97%,97%,99%,95%,100%,63%,100%,100%,96%,100%,100%,100%,100%,18:24,0,0,13.0,0,0,12.0,0,0,11.0,1,0,12.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:00,11.0,8:00,,2,1,0,0,NONE,56.09214286,74.5,55.0,0.16,448756,424559,345667,242776,43611844,40633641,32748433,23771024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-27,8.5,value,WINTER,9,0,0,value,0,0,WINTER,81.1,64.67,72.88,1,0,0,,0,95%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,18:25,0,0,13.0,0,1,14.0,0,0,11.0,0,0,12.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,8:00,20:00,12.0,,,1,1,1,1,NONE,54.62142857,74.6,55.1,0.16,448756,424559,345667,242776,43611844,40633641,32748433,23771024,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-02-28,16.0,value,WINTER,10,0,0,value,0,0,WINTER,82.53,59.3,70.91,0,1,0,,0,95%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,18:25,0,1,14.0,0,0,12.0,0,0,11.0,0,0,12.0,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,20:00,12.0,,,2,2,0,0,NONE,53.81428571,74.8,55.2,0.15,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-02,20.0,value,SPRING,12,0,0,value,0,0,SPRING,81.29,62.32,71.81,0,1,0,,0,92%,99%,100%,99%,99%,99%,93%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,96%,100%,100%,97%,99%,18:26,1,0,14.0,0,0,12.0,0,0,11.0,0,0,12.0,9:00,22:00,13.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,20:00,12.0,,,1,2,0,0,NONE,55.03357143,75.0,55.3,0.12,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-03,11.666666666666666,value,SPRING,13,0,0,value,0,0,SPRING,73.1,51.24,62.17,0,1,0,,0,92%,99%,100%,99%,99%,99%,93%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,96%,100%,100%,97%,99%,18:27,0,0,14.0,0,0,12.0,0,0,11.0,1,0,14.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,21:00,13.0,7:00,,2,1,0,0,NONE,53.47,75.1,55.5,0.12,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-04,50.0,value,SPRING,14,0,0,value,0,0,SPRING,71.19,46.67,58.93,1,1,0,,0,90%,96%,92%,82%,94%,93%,95%,100%,77%,92%,94%,97%,89%,98%,100%,100%,100%,96%,100%,100%,95%,93%,18:28,0,0,13.0,0,0,12.0,1,0,12.0,0,0,13.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,8:00,21:00,13.0,,,1,1,1,1,NONE,52.40142857,75.3,55.6,0.11,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-06,29.5,value,SPRING,12,0,0,value,0,0,SPRING,79.45,49.36,64.41,1,1,0,,0,91%,98%,100%,82%,99%,94%,95%,100%,100%,100%,100%,97%,100%,98%,100%,100%,100%,96%,100%,100%,95%,97%,18:29,0,0,12.0,0,1,14.0,0,0,11.0,0,0,12.5,9:00,21:00,12.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,8:00,20:30,12.5,,,1,1,1,1,NONE,52.05428571,75.6,55.8,0.16,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-08,21.0,value,SPRING,10,0,0,value,0,0,SPRING,62.45,46.88,54.67,1,1,0,,0,93%,98%,100%,82%,99%,94%,95%,100%,100%,100%,100%,92%,100%,98%,100%,100%,100%,100%,100%,100%,96%,91%,18:30,0,0,12.0,1,0,13.0,0,0,11.0,0,0,12.5,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,8:00,20:30,12.5,,,1,1,1,1,NONE,51.08571429,75.9,56.0,0.12,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-09,12.0,regular,SPRING,9,0,0,regular,0,0,SPRING,68.61,41.56,55.09,0,1,0,,0,86%,92%,95%,81%,93%,90%,95%,100%,95%,85%,83%,92%,98%,98%,93%,100%,100%,100%,100%,100%,96%,88%,18:31,1,0,15.0,0,0,12.0,0,0,11.0,0,0,12.5,9:00,23:00,14.0,8:00,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,8:00,20:30,12.5,,,1,2,0,0,NONE,53.68571429,76.1,56.2,0.15,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-10,62.0,regular,SPRING,8,0,0,regular,0,0,SPRING,72.48,44.68,58.58,0,1,0,,0,86%,92%,95%,81%,93%,90%,95%,100%,95%,85%,83%,92%,98%,98%,93%,100%,100%,100%,100%,100%,96%,88%,18:31,0,0,16.0,0,0,12.0,0,0,12.0,1,0,14.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,21:00,13.0,7:00,,1,1,0,0,NONE,56.99928571,76.3,56.3,0.16,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,19:55,,1,21:00,,1,20:15,,1,19:00,,2,19:15,20:30
2018-03-11,47.0,regular,SPRING,7,0,0,regular,0,0,SPRING,81.73,60.15,70.94,0,1,0,,0,72%,77%,81%,96%,78%,85%,99%,97%,61%,82%,84%,92%,82%,11%,58%,100%,100%,100%,100%,100%,21%,84%,18:32,0,0,15.0,0,0,12.0,1,0,13.0,0,0,14.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,8:00,22:00,14.0,,,1,1,0,0,NONE,58.84,76.4,56.4,0.12,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-12,35.0,regular,SPRING,6,0,0,regular,0,0,SPRING,71.85,54.3,63.08,0,1,0,,0,72%,77%,81%,96%,78%,85%,99%,97%,61%,82%,84%,92%,82%,11%,58%,100%,100%,100%,100%,100%,21%,84%,18:32,0,0,16.0,0,0,12.0,0,0,12.0,1,0,15.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,22:00,14.0,7:00,,1,1,0,0,NONE,59.46642857,76.6,56.5,0.16,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-13,57.25,regular,SPRING,5,0,0,regular,0,0,SPRING,65.88,44.63,55.26,0,1,0,,0,75%,83%,86%,96%,84%,88%,99%,100%,72%,91%,91%,92%,87%,11%,95%,100%,100%,100%,100%,100%,21%,84%,18:33,0,0,16.0,0,1,14.0,0,0,12.0,0,0,14.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,8:00,22:00,14.0,,,1,1,0,0,NONE,56.78928571,76.8,56.6,0.07,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-14,52.25,regular,SPRING,4,0,0,regular,0,0,SPRING,68.28,44.88,56.58,0,1,0,,0,74%,83%,86%,96%,84%,88%,99%,100%,72%,91%,91%,92%,87%,11%,95%,100%,100%,88%,100%,100%,21%,84%,18:34,0,1,17.0,0,0,12.0,0,0,12.0,0,0,14.0,8:00,23:00,15.0,,1:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,22:00,14.0,,,1,1,0,0,NONE,55.62214286,76.9,56.8,0.12,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-16,83.0,regular,SPRING,2,0,0,regular,0,0,SPRING,76.39,39.9,58.15,0,1,0,,0,66%,74%,47%,95%,64%,83%,99%,93%,36%,62%,68%,89%,46%,11%,95%,100%,100%,100%,100%,100%,15%,76%,18:35,1,0,17.0,0,0,12.0,0,0,12.0,0,0,14.0,8:00,0:00,16.0,7:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,22:00,14.0,,,1,1,0,0,NONE,55.45428571,77.3,57.0,0.12,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-17,56.0,peak,SPRING,0,0,1,peak,0,0,SPRING,81.91,50.78,66.35,0,1,0,,0,66%,74%,47%,95%,64%,83%,99%,93%,36%,62%,68%,89%,46%,11%,95%,100%,100%,100%,100%,100%,15%,76%,18:35,0,0,16.0,0,0,12.0,0,0,12.0,1,0,15.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,22:00,14.0,7:00,,2,1,0,0,NONE,57.70785714,77.4,57.1,0.16,448756,424559,345667,243276,43611844,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-19,58.0,peak,SPRING,3,0,0,peak,0,0,SPRING,82.07,64.09,73.08,0,1,0,,0,85%,91%,63%,98%,81%,94%,99%,99%,72%,69%,75%,97%,63%,92%,97%,100%,100%,100%,100%,100%,91%,94%,18:36,0,0,14.0,0,0,12.0,0,0,12.0,1,0,14.5,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,21:30,13.5,7:00,,2,2,0,0,NONE,59.79357143,77.8,57.4,0.12,445556,424559,345667,243276,43583044,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-20,29.666666666666668,peak,SPRING,4,0,0,peak,0,0,SPRING,80.26,65.74,73.0,1,1,0,,0,87%,92%,64%,99%,82%,95%,99%,99%,72%,74%,78%,97%,63%,100%,97%,100%,100%,100%,100%,100%,94%,94%,18:37,0,0,14.0,0,1,14.0,0,0,12.0,0,0,13.5,9:00,23:00,14.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,8:00,21:30,13.5,,,1,1,1,1,NONE,59.77214286,77.9,57.5,0.12,445556,424559,345667,243276,43583044,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-24,63.0,peak,EASTER,7,0,0,peak,0,0,EASTER,78.29,48.14,63.22,0,1,0,,0,80%,87%,58%,98%,76%,93%,99%,96%,72%,54%,63%,97%,44%,100%,97%,100%,100%,96%,100%,100%,94%,90%,18:39,0,0,15.0,0,0,12.0,0,0,12.0,1,0,15.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,22:00,14.0,7:00,,2,1,0,0,NONE,59.09285714,78.6,58.1,0.11,445556,424559,345667,243276,43583044,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-25,43.0,peak,EASTER,6,0,0,peak,0,0,EASTER,81.52,56.18,68.85,1,1,0,,0,69%,65%,81%,43%,71%,48%,21%,69%,90%,71%,74%,29%,62%,96%,48%,97%,97%,72%,0%,40%,87%,54%,18:40,0,0,13.0,0,0,12.0,1,0,13.0,0,0,15.0,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,8:00,23:00,15.0,,,1,1,1,1,NONE,58.37071429,78.7,58.2,0.12,445556,424559,345667,243276,43583044,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-27,30.0,peak,EASTER,4,0,0,peak,0,0,EASTER,77.82,61.81,69.82,0,1,0,,0,70%,65%,81%,43%,71%,48%,21%,69%,90%,71%,74%,29%,62%,96%,48%,97%,97%,72%,0%,40%,87%,54%,18:41,0,0,16.0,0,1,14.0,0,0,12.0,0,0,15.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,8:00,23:00,15.0,,,1,1,0,0,NONE,57.09214286,79.0,58.5,0.12,445556,424559,345667,243276,43583044,40633641,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-30,54.0,peak,EASTER,0,0,1,peak,0,0,EASTER,84.23,65.06,74.65,0,1,0,,0,39%,31%,50%,38%,38%,28%,16%,45%,61%,47%,40%,10%,28%,43%,39%,0%,0%,32%,0%,40%,43%,17%,18:42,1,0,17.0,0,0,12.0,0,0,12.0,0,0,15.0,8:00,0:00,16.0,7:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,23:00,15.0,,,1,1,0,0,NONE,58.10285714,79.4,59.0,0.12,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,2,12:00,15:30,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-03-31,12.333333333333334,peak,EASTER,0,0,1,peak,0,0,EASTER,73.37,65.6,69.49,0,1,0,,0,39%,31%,50%,38%,38%,28%,16%,45%,61%,47%,40%,10%,28%,43%,39%,0%,0%,32%,0%,40%,43%,17%,18:43,0,0,15.0,0,0,12.0,0,0,12.0,1,0,16.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,23:00,15.0,7:00,,1,1,0,0,NONE,60.53071429,79.6,59.1,0.08,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,2,12:00,15:30,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-01,84.5,peak,EASTER,0,0,1,peak,0,0,EASTER,83.04,63.38,73.21,0,1,0,,0,54%,50%,66%,49%,56%,54%,65%,6%,78%,59%,52%,58%,83%,80%,51%,3%,3%,100%,100%,100%,87%,34%,19:44,0,0,15.0,0,0,12.0,1,0,13.0,0,0,14.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,8:00,22:00,14.0,,,1,1,0,0,NONE,61.66571429,79.7,59.2,0.12,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,2,12:00,15:30,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-02,137.0,peak,EASTER,0,5,1,peak,0,0,EASTER,83.71,67.1,75.41,0,1,0,,0,54%,50%,66%,49%,56%,54%,65%,6%,78%,59%,52%,58%,83%,80%,51%,3%,3%,100%,100%,100%,87%,34%,19:44,0,0,16.0,0,0,12.0,0,0,12.0,1,0,16.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,23:00,15.0,7:00,,1,1,0,0,NONE,62.53857143,79.9,59.4,0.12,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,2,12:00,15:30,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-03,65.0,peak,EASTER,2,5,0,peak,0,0,EASTER,86.05,66.52,76.29,0,1,0,,0,66%,65%,81%,60%,70%,68%,76%,46%,83%,70%,63%,81%,96%,89%,57%,3%,17%,100%,100%,100%,95%,64%,19:45,0,0,16.0,0,1,14.0,0,0,12.0,0,0,14.5,8:00,0:00,16.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,8:00,22:30,14.5,,,1,1,0,0,NONE,63.50076923,80.0,59.5,0.12,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,2,12:00,15:30,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-04,55.25,peak,EASTER,3,5,0,peak,0,0,EASTER,86.09,65.94,76.02,0,1,0,,0,67%,66%,81%,60%,70%,69%,76%,52%,83%,70%,63%,81%,96%,89%,57%,3%,17%,100%,100%,100%,97%,64%,19:45,0,1,18.0,0,0,12.0,0,0,12.0,0,0,14.5,8:00,0:00,16.0,,2:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,22:30,14.5,,,1,1,0,0,NONE,63.07714286,80.2,59.7,0.07,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-05,38.0,peak,EASTER,4,0,0,peak,0,0,EASTER,79.84,62.68,71.26,0,1,0,,0,66%,66%,81%,60%,70%,69%,76%,52%,83%,70%,63%,81%,96%,89%,57%,3%,17%,100%,100%,100%,97%,64%,19:46,0,0,16.0,1,0,13.0,0,0,12.0,0,0,14.5,8:00,0:00,16.0,,,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,8:00,22:30,14.5,,,1,1,0,0,NONE,61.10428571,80.3,59.9,0.12,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-06,42.0,peak,EASTER,5,0,0,peak,0,0,EASTER,84.32,60.81,72.57,0,1,0,,0,65%,66%,81%,60%,70%,69%,76%,52%,83%,70%,63%,81%,96%,89%,57%,3%,17%,100%,100%,100%,97%,64%,19:46,1,0,17.0,0,0,12.0,0,0,12.0,0,0,14.5,8:00,0:00,16.0,7:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,22:30,14.5,,,1,1,0,0,NONE,59.73142857,80.4,60.0,0.08,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-07,16.0,peak,EASTER,6,0,0,peak,0,0,EASTER,85.21,66.96,76.09,0,1,0,,0,65%,66%,81%,60%,70%,69%,76%,52%,83%,70%,63%,81%,96%,89%,57%,3%,17%,100%,100%,100%,97%,64%,19:47,0,0,16.0,0,0,12.0,0,0,12.0,1,0,16.0,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,8:00,23:00,15.0,7:00,,1,1,0,0,NONE,60.68285714,80.6,60.2,0.08,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,3,20:45,22:00
2018-04-09,14.0,regular,EASTER,8,0,0,regular,0,0,EASTER,86.04,66.35,76.2,0,1,0,,0,93%,98%,100%,98%,99%,98%,94%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,80%,100%,60%,100%,99%,19:48,0,0,14.0,0,0,12.0,0,0,12.0,1,0,13.5,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,2,1,0,0,NONE,60.99714286,80.9,60.5,0.08,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-11,12.5,regular,SPRING,10,0,0,regular,0,0,SPRING,75.22,59.9,67.56,0,1,0,,0,93%,99%,100%,98%,99%,98%,94%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,80%,100%,60%,100%,99%,19:49,0,1,15.0,0,0,12.0,0,0,12.0,0,0,12.5,9:00,22:00,13.0,,0:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,1,2,0,0,NONE,61.97071429,81.1,60.8,0.08,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-13,36.0,regular,SPRING,12,0,0,regular,0,0,SPRING,82.73,63.32,73.03,0,1,0,,0,89%,93%,98%,97%,96%,95%,94%,99%,100%,100%,100%,96%,100%,100%,64%,100%,100%,51%,100%,22%,95%,99%,19:50,1,0,14.0,0,0,12.0,0,0,12.0,0,0,12.5,9:00,22:00,13.0,8:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,1,1,0,0,NONE,62.40142857,81.4,61.1,0.08,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-15,28.0,regular,SPRING,14,0,0,regular,0,0,SPRING,86.86,63.23,75.05,1,1,0,,0,92%,95%,98%,98%,97%,96%,94%,80%,100%,100%,97%,96%,100%,100%,100%,100%,100%,52%,100%,100%,97%,99%,19:51,0,0,14.0,0,0,12.0,1,0,13.0,0,0,12.5,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,21:30,12.5,,,1,1,1,1,NONE,63.00571429,81.7,61.4,0.04,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-16,22.0,regular,SPRING,15,0,0,regular,0,0,SPRING,69.71,57.54,63.63,0,1,0,,0,92%,95%,98%,98%,97%,96%,94%,80%,100%,100%,97%,96%,100%,100%,100%,100%,100%,52%,100%,100%,97%,99%,19:52,0,0,13.0,0,0,12.0,0,0,12.0,1,0,13.5,9:00,22:00,13.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,21:30,12.5,8:00,,1,2,0,0,NONE,60.36,81.9,61.6,0.04,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-19,28.0,regular,SPRING,17,0,0,regular,0,1,SPRING,84.78,58.14,71.46,0,1,0,,0,94%,98%,99%,98%,99%,98%,94%,100%,100%,100%,97%,96%,100%,100%,100%,100%,100%,52%,100%,100%,100%,99%,19:53,0,0,13.0,1,0,13.0,0,0,12.0,0,0,12.5,9:00,22:00,13.0,,,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,9:00,21:30,12.5,,,1,1,0,0,NONE,63.99428571,82.4,62.0,0.08,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-21,25.5,regular,SPRING,15,0,0,regular,0,1,SPRING,82.29,66.16,74.23,0,1,0,,0,90%,96%,99%,98%,97%,96%,94%,100%,100%,100%,97%,96%,100%,96%,91%,100%,100%,52%,100%,100%,93%,99%,19:54,0,0,15.0,0,0,12.0,1,0,13.0,0,0,14.5,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,8:00,22:30,14.5,,,1,1,0,0,NONE,63.70142857,82.7,62.4,0.07,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
2018-04-22,30.333333333333332,regular,SPRING,14,0,0,regular,0,1,SPRING,80.35,70.63,75.49,0,1,0,pftp,1,93%,98%,100%,98%,99%,97%,94%,100%,100%,100%,100%,92%,100%,100%,97%,100%,100%,64%,100%,100%,100%,91%,19:55,0,1,15.0,0,0,12.0,0,0,12.0,0,0,13.0,9:00,22:00,13.0,,0:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,22:00,13.0,,,1,1,0,0,NONE,64.005,82.9,62.6,0.12,445556,434558,345667,243276,43583044,41623542,32748433,23773524,2400,1000,1,15:00,,0,,,1,20:55,,1,21:00,,1,21:15,,1,20:30,,2,20:45,22:00
